Date,Student Loan A,Student Loan A,Student Loan A,Student Loan A,Student Loan A,Parent Loan B,gdfs,345,345,Total Payment,Total Balance
2049-10-07,0,0,0,0,0,24.0,780.0,0,0,804.0,5.458083889809112e+37
2049-11-06,0,0,0,0,0,24.0,780.0,0,0,804.0,7.005787129796079e+37
2049-12-06,0,0,0,0,0,24.0,780.0,0,0,804.0,8.99235964468346e+37
2050-01-05,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1542247927490961e+38
2050-02-04,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4815186723368536e+38
2050-03-06,0,0,0,0,0,24.0,780.0,0,0,804.0,1.901620542437852e+38
2050-04-05,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4408471894031056e+38
2050-05-05,0,0,0,0,0,24.0,780.0,0,0,804.0,3.1329778307817945e+38
2050-06-04,0,0,0,0,0,24.0,780.0,0,0,804.0,4.021370174578824e+38
2050-07-04,0,0,0,0,0,24.0,780.0,0,0,804.0,5.161676511753915e+38
2050-08-03,0,0,0,0,0,24.0,780.0,0,0,804.0,6.625329988374546e+38
2050-09-02,0,0,0,0,0,24.0,780.0,0,0,804.0,8.504019450831437e+38
2050-10-02,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0915433185519255e+39
2050-11-01,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4010631362782936e+39
2050-12-01,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7983509023188507e+39
2050-12-31,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3082942403736482e+39
2051-01-30,0,0,0,0,0,24.0,780.0,0,0,804.0,2.9628379496302854e+39
2051-03-01,0,0,0,0,0,24.0,780.0,0,0,804.0,3.8029851490459963e+39
2051-03-31,0,0,0,0,0,24.0,780.0,0,0,804.0,4.881365869391916e+39
2051-04-30,0,0,0,0,0,24.0,780.0,0,0,804.0,6.265533999479761e+39
2051-05-30,0,0,0,0,0,24.0,780.0,0,0,804.0,8.042199119880186e+39
2051-06-29,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0322658322366758e+40
2051-07-29,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3249768285010483e+40
2051-08-28,0,0,0,0,0,24.0,780.0,0,0,804.0,1.700689436034907e+40
2051-09-27,0,0,0,0,0,24.0,780.0,0,0,804.0,2.182939728170833e+40
2051-10-27,0,0,0,0,0,24.0,780.0,0,0,804.0,2.801937705885028e+40
2051-11-26,0,0,0,0,0,24.0,780.0,0,0,804.0,3.596459767690782e+40
2051-12-26,0,0,0,0,0,24.0,780.0,0,0,804.0,4.616277811405839e+40
2052-01-25,0,0,0,0,0,24.0,780.0,0,0,804.0,5.925277136009961e+40
2052-02-24,0,0,0,0,0,24.0,780.0,0,0,804.0,7.605458460878539e+40
2052-03-25,0,0,0,0,0,24.0,780.0,0,0,804.0,9.762074764168754e+40
2052-04-24,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2530224731542634e+41
2052-05-24,0,0,0,0,0,24.0,780.0,0,0,804.0,1.608331585404856e+41
2052-06-23,0,0,0,0,0,24.0,780.0,0,0,804.0,2.064392733595e+41
2052-07-23,0,0,0,0,0,24.0,780.0,0,0,804.0,2.6497753306555e+41
2052-08-22,0,0,0,0,0,24.0,780.0,0,0,804.0,3.401149979211238e+41
2052-09-21,0,0,0,0,0,24.0,780.0,0,0,804.0,4.365585658247849e+41
2052-10-21,0,0,0,0,0,24.0,780.0,0,0,804.0,5.603498303805801e+41
2052-11-20,0,0,0,0,0,24.0,780.0,0,0,804.0,7.192435494063062e+41
2052-12-20,0,0,0,0,0,24.0,780.0,0,0,804.0,9.231934325941217e+41
2053-01-19,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1849756799187562e+42
2053-02-18,0,0,0,0,0,24.0,780.0,0,0,804.0,1.520989331621746e+42
2053-03-20,0,0,0,0,0,24.0,780.0,0,0,804.0,1.952283566752844e+42
2053-04-19,0,0,0,0,0,24.0,780.0,0,0,804.0,2.5058763041745407e+42
2053-05-19,0,0,0,0,0,24.0,780.0,0,0,804.0,3.2164467082349926e+42
2053-06-18,0,0,0,0,0,24.0,780.0,0,0,804.0,4.1285076241317646e+42
2053-07-18,0,0,0,0,0,24.0,780.0,0,0,804.0,5.299194032618443e+42
2053-08-17,0,0,0,0,0,24.0,780.0,0,0,804.0,6.801842203511618e+42
2053-09-16,0,0,0,0,0,24.0,780.0,0,0,804.0,8.730583759849843e+42
2053-10-16,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1206242442437402e+43
2053-11-15,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4383902970635405e+43
2053-12-15,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8462626141760787e+43
2054-01-14,0,0,0,0,0,24.0,780.0,0,0,804.0,2.36979187600409e+43
2054-02-13,0,0,0,0,0,24.0,780.0,0,0,804.0,3.0417739559120994e+43
2054-03-15,0,0,0,0,0,24.0,780.0,0,0,804.0,3.9043043790269005e+43
2054-04-14,0,0,0,0,0,24.0,780.0,0,0,804.0,5.011415346778364e+43
2054-05-14,0,0,0,0,0,24.0,780.0,0,0,804.0,6.432460520453872e+43
2054-06-13,0,0,0,0,0,24.0,780.0,0,0,804.0,8.256459599541477e+43
2054-07-13,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0597674855849815e+44
2054-08-12,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3602768958809967e+44
2054-09-11,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7459992485486218e+44
2054-10-11,0,0,0,0,0,24.0,780.0,0,0,804.0,2.24109766560282e+44
2054-11-10,0,0,0,0,0,24.0,780.0,0,0,804.0,2.876587003657318e+44
2054-12-10,0,0,0,0,0,24.0,780.0,0,0,804.0,3.692276743050558e+44
2055-01-09,0,0,0,0,0,24.0,780.0,0,0,804.0,4.73926480580599e+44
2055-02-08,0,0,0,0,0,24.0,780.0,0,0,804.0,6.0831385247126205e+44
2055-03-10,0,0,0,0,0,24.0,780.0,0,0,804.0,7.808083284459898e+44
2055-04-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0022156215806746e+45
2055-05-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2864055307138249e+45
2055-06-08,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6511807976422657e+45
2055-07-08,0,0,0,0,0,24.0,780.0,0,0,804.0,2.1193923388915106e+45
2055-08-07,0,0,0,0,0,24.0,780.0,0,0,804.0,2.7203707144401993e+45
2055-09-06,0,0,0,0,0,24.0,780.0,0,0,804.0,3.491763506069133e+45
2055-10-06,0,0,0,0,0,24.0,780.0,0,0,804.0,4.4818937057353116e+45
2055-11-05,0,0,0,0,0,24.0,780.0,0,0,804.0,5.752786852430119e+45
2055-12-05,0,0,0,0,0,24.0,780.0,0,0,804.0,7.384056548941126e+45
2056-01-04,0,0,0,0,0,24.0,780.0,0,0,804.0,9.47789176213402e+45
2056-02-03,0,0,0,0,0,24.0,780.0,0,0,804.0,1.216545833030079e+46
2056-03-04,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5615115692454577e+46
2056-04-03,0,0,0,0,0,24.0,780.0,0,0,804.0,2.0042963566890328e+46
2056-05-03,0,0,0,0,0,24.0,780.0,0,0,804.0,2.572637926325512e+46
2056-06-02,0,0,0,0,0,24.0,780.0,0,0,804.0,3.302139365708226e+46
2056-07-02,0,0,0,0,0,24.0,780.0,0,0,804.0,4.23849943242275e+46
2056-08-01,0,0,0,0,0,24.0,780.0,0,0,804.0,5.440375298876872e+46
2056-08-31,0,0,0,0,0,24.0,780.0,0,0,804.0,6.98305706170908e+46
2056-09-30,0,0,0,0,0,24.0,780.0,0,0,804.0,8.963184201125217e+46
2056-10-30,0,0,0,0,0,24.0,780.0,0,0,804.0,1.150479944719771e+47
2056-11-29,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4767119290444185e+47
2056-12-29,0,0,0,0,0,24.0,780.0,0,0,804.0,1.895450791115918e+47
2057-01-28,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4329279332542673e+47
2057-02-27,0,0,0,0,0,24.0,780.0,0,0,804.0,3.1228129773414365e+47
2057-03-29,0,0,0,0,0,24.0,780.0,0,0,804.0,4.00832295858757e+47
2057-04-28,0,0,0,0,0,24.0,780.0,0,0,804.0,5.144929605748703e+47
2057-05-28,0,0,0,0,0,24.0,780.0,0,0,804.0,6.603834302173335e+47
2057-06-27,0,0,0,0,0,24.0,780.0,0,0,804.0,8.476428412515636e+47
2057-07-27,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0880018387023495e+48
2057-08-26,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3965174285809609e+48
2057-09-25,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7925162062744663e+48
2057-10-25,0,0,0,0,0,24.0,780.0,0,0,804.0,2.300805048327637e+48
2057-11-24,0,0,0,0,0,24.0,780.0,0,0,804.0,2.953225109976707e+48
2057-12-24,0,0,0,0,0,24.0,780.0,0,0,804.0,3.7906464767783206e+48
2058-01-23,0,0,0,0,0,24.0,780.0,0,0,804.0,4.865528422933269e+48
2058-02-22,0,0,0,0,0,24.0,780.0,0,0,804.0,6.245205660669141e+48
2058-03-24,0,0,0,0,0,24.0,780.0,0,0,804.0,8.01610644389998e+48
2058-04-23,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0289166764293536e+49
2058-05-23,0,0,0,0,0,24.0,780.0,0,0,804.0,1.32067798056754e+49
2058-06-22,0,0,0,0,0,24.0,780.0,0,0,804.0,1.695171599714774e+49
2058-07-22,0,0,0,0,0,24.0,780.0,0,0,804.0,2.175857245113347e+49
2058-08-21,0,0,0,0,0,24.0,780.0,0,0,804.0,2.792846902289323e+49
2058-09-20,0,0,0,0,0,24.0,780.0,0,0,804.0,3.5847911608836927e+49
2058-10-20,0,0,0,0,0,24.0,780.0,0,0,804.0,4.6013004352712606e+49
2058-11-19,0,0,0,0,0,24.0,780.0,0,0,804.0,5.906052750478317e+49
2058-12-19,0,0,0,0,0,24.0,780.0,0,0,804.0,7.580782776983812e+49
2059-01-18,0,0,0,0,0,24.0,780.0,0,0,804.0,9.73040200278607e+49
2059-02-17,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2489570789877461e+50
2059-03-19,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6031134013856412e+50
2059-04-18,0,0,0,0,0,24.0,780.0,0,0,804.0,2.05769487273746e+50
2059-05-18,0,0,0,0,0,24.0,780.0,0,0,804.0,2.6411782133630137e+50
2059-06-17,0,0,0,0,0,24.0,780.0,0,0,804.0,3.3901150492070465e+50
2059-07-17,0,0,0,0,0,24.0,780.0,0,0,804.0,4.351421645352058e+50
2059-08-16,0,0,0,0,0,24.0,780.0,0,0,804.0,5.585317920129971e+50
2059-09-15,0,0,0,0,0,24.0,780.0,0,0,804.0,7.169099850906552e+50
2059-10-15,0,0,0,0,0,24.0,780.0,0,0,804.0,9.201981589451287e+50
2059-11-14,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1811310615501172e+51
2059-12-14,0,0,0,0,0,24.0,780.0,0,0,804.0,1.516054526948575e+51
2060-01-13,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9459494407545408e+51
2060-02-12,0,0,0,0,0,24.0,780.0,0,0,804.0,2.497746062995897e+51
2060-03-13,0,0,0,0,0,24.0,780.0,0,0,804.0,3.206011042502953e+51
2060-04-12,0,0,0,0,0,24.0,780.0,0,0,804.0,4.115112803870228e+51
2060-05-12,0,0,0,0,0,24.0,780.0,0,0,804.0,5.2820009551046625e+51
2060-06-11,0,0,0,0,0,24.0,780.0,0,0,804.0,6.779773828675437e+51
2060-07-11,0,0,0,0,0,24.0,780.0,0,0,804.0,8.702257640368335e+51
2060-08-10,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1169884121952232e+52
2060-09-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4337234825026357e+52
2060-10-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8402724700068077e+52
2060-11-08,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3621031567073684e+52
2060-12-08,0,0,0,0,0,24.0,780.0,0,0,804.0,3.0319050107326084e+52
2061-01-07,0,0,0,0,0,24.0,780.0,0,0,804.0,3.891636979529389e+52
2061-02-06,0,0,0,0,0,24.0,780.0,0,0,804.0,4.995155958656216e+52
2061-03-08,0,0,0,0,0,24.0,780.0,0,0,804.0,6.411590593508048e+52
2061-04-07,0,0,0,0,0,24.0,780.0,0,0,804.0,8.229671761804165e+52
2061-05-07,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0563291014808908e+53
2061-06-06,0,0,0,0,0,24.0,780.0,0,0,804.0,1.355863517928212e+53
2061-07-06,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7403344058886776e+53
2061-08-05,0,0,0,0,0,24.0,780.0,0,0,804.0,2.233826490846152e+53
2061-09-04,0,0,0,0,0,24.0,780.0,0,0,804.0,2.8672540026340334e+53
2061-10-04,0,0,0,0,0,24.0,780.0,0,0,804.0,3.6802972609151907e+53
2061-11-03,0,0,0,0,0,24.0,780.0,0,0,804.0,4.723888402024019e+53
2061-12-03,0,0,0,0,0,24.0,780.0,0,0,804.0,6.063401962597952e+53
2062-01-02,0,0,0,0,0,24.0,780.0,0,0,804.0,7.782750190348331e+53
2062-02-01,0,0,0,0,0,24.0,780.0,0,0,804.0,9.98963962788546e+53
2062-03-03,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2822318262094076e+54
2062-04-02,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6458235906276918e+54
2062-05-02,0,0,0,0,0,24.0,780.0,0,0,804.0,2.112516033449517e+54
2062-06-01,0,0,0,0,0,24.0,780.0,0,0,804.0,2.7115445525235578e+54
2062-07-01,0,0,0,0,0,24.0,780.0,0,0,804.0,3.480434583170649e+54
2062-07-31,0,0,0,0,0,24.0,780.0,0,0,804.0,4.467352334836847e+54
2062-08-30,0,0,0,0,0,24.0,780.0,0,0,804.0,5.7341221064960625e+54
2062-09-29,0,0,0,0,0,24.0,780.0,0,0,804.0,7.360099196968234e+54
2062-10-29,0,0,0,0,0,24.0,780.0,0,0,804.0,9.447141024053748e+54
2062-11-28,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2125987862381317e+55
2062-12-28,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5564452913768895e+55
2063-01-27,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9977934767399254e+55
2063-02-26,0,0,0,0,0,24.0,780.0,0,0,804.0,2.56429107904837e+55
2063-03-28,0,0,0,0,0,24.0,780.0,0,0,804.0,3.291425672696332e+55
2063-04-27,0,0,0,0,0,24.0,780.0,0,0,804.0,4.2247477470088536e+55
2063-05-27,0,0,0,0,0,24.0,780.0,0,0,804.0,5.422724162941501e+55
2063-06-26,0,0,0,0,0,24.0,780.0,0,0,804.0,6.96040074065231e+55
2063-07-26,0,0,0,0,0,24.0,780.0,0,0,804.0,8.934103416426321e+55
2063-08-25,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1467472467385567e+56
2063-09-24,0,0,0,0,0,24.0,780.0,0,0,804.0,1.471920781087709e+56
2063-10-24,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8893010573687442e+56
2063-11-23,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4250343708965936e+56
2063-12-23,0,0,0,0,0,24.0,780.0,0,0,804.0,3.1126811034659015e+56
2064-01-22,0,0,0,0,0,24.0,780.0,0,0,804.0,3.995318073900753e+56
2064-02-21,0,0,0,0,0,24.0,780.0,0,0,804.0,5.128237034582199e+56
2064-03-22,0,0,0,0,0,24.0,780.0,0,0,804.0,6.582408358087014e+56
2064-04-21,0,0,0,0,0,24.0,780.0,0,0,804.0,8.448926892503468e+56
2064-05-21,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0844718490788698e+57
2064-06-20,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3919864692971246e+57
2064-07-20,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7867004407279532e+57
2064-08-19,0,0,0,0,0,24.0,780.0,0,0,804.0,2.293340154742592e+57
2064-09-18,0,0,0,0,0,24.0,780.0,0,0,804.0,2.9436434588956284e+57
2064-10-18,0,0,0,0,0,24.0,780.0,0,0,804.0,3.778347836966033e+57
2064-11-17,0,0,0,0,0,24.0,780.0,0,0,804.0,4.849742360598867e+57
2064-12-17,0,0,0,0,0,24.0,780.0,0,0,804.0,6.224943276549504e+57
2065-01-16,0,0,0,0,0,24.0,780.0,0,0,804.0,7.99009842483135e+57
2065-02-15,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0255783868584897e+58
2065-03-17,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3163930801183628e+58
2065-04-16,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6896716658505562e+58
2065-05-16,0,0,0,0,0,24.0,780.0,0,0,804.0,2.1687977409616043e+58
2065-06-15,0,0,0,0,0,24.0,780.0,0,0,804.0,2.783785593535648e+58
2065-07-15,0,0,0,0,0,24.0,780.0,0,0,804.0,3.573160412524524e+58
2065-08-14,0,0,0,0,0,24.0,780.0,0,0,804.0,4.5863716527883274e+58
2065-09-13,0,0,0,0,0,24.0,780.0,0,0,804.0,5.886890737894059e+58
2065-10-13,0,0,0,0,0,24.0,780.0,0,0,804.0,7.556187152611963e+58
2065-11-12,0,0,0,0,0,24.0,780.0,0,0,804.0,9.698832002736177e+58
2065-12-12,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2449048748717532e+59
2066-01-11,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5979121476093598e+59
2066-02-10,0,0,0,0,0,24.0,780.0,0,0,804.0,2.05101874289037e+59
2066-03-12,0,0,0,0,0,24.0,780.0,0,0,804.0,2.632608989162023e+59
2066-04-11,0,0,0,0,0,24.0,780.0,0,0,804.0,3.379115921705227e+59
2066-05-11,0,0,0,0,0,24.0,780.0,0,0,804.0,4.337303587175065e+59
2066-06-10,0,0,0,0,0,24.0,780.0,0,0,804.0,5.567196522168542e+59
2066-07-10,0,0,0,0,0,24.0,780.0,0,0,804.0,7.14583991955058e+59
2066-08-09,0,0,0,0,0,24.0,780.0,0,0,804.0,9.172126033724513e+59
2066-09-08,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1772989169314889e+60
2066-10-08,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5111357331024728e+60
2066-11-07,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9396358656397494e+60
2066-12-07,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4896422001430758e+60
2067-01-06,0,0,0,0,0,24.0,780.0,0,0,804.0,3.195609234978167e+60
2067-02-05,0,0,0,0,0,24.0,780.0,0,0,804.0,4.1017614427048525e+60
2067-03-07,0,0,0,0,0,24.0,780.0,0,0,804.0,5.26486366001979e+60
2067-04-06,0,0,0,0,0,24.0,780.0,0,0,804.0,6.757777054025402e+60
2067-05-06,0,0,0,0,0,24.0,780.0,0,0,804.0,8.674023424139454e+60
2067-06-05,0,0,0,0,0,24.0,780.0,0,0,804.0,1.113364376495708e+61
2067-07-05,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4290718092828472e+61
2067-08-04,0,0,0,0,0,24.0,780.0,0,0,804.0,1.8343017606822298e+61
2067-09-03,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3544393832318485e+61
2067-10-03,0,0,0,0,0,24.0,780.0,0,0,804.0,3.0220680850523863e+61
2067-11-02,0,0,0,0,0,24.0,780.0,0,0,804.0,3.8790106790329943e+61
2067-12-02,0,0,0,0,0,24.0,780.0,0,0,804.0,4.9789493236355006e+61
2068-01-01,0,0,0,0,0,24.0,780.0,0,0,804.0,6.390788378419814e+61
2068-01-31,0,0,0,0,0,24.0,780.0,0,0,804.0,8.202970836410089e+61
2068-03-01,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0529018731118155e+62
2068-03-31,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3514644590490015e+62
2068-04-30,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7346879426423484e+62
2068-05-30,0,0,0,0,0,24.0,780.0,0,0,804.0,2.226578907199836e+62
2068-06-29,0,0,0,0,0,24.0,780.0,0,0,804.0,2.857951282255132e+62
2068-07-29,0,0,0,0,0,24.0,780.0,0,0,804.0,3.668356645853505e+62
2068-08-28,0,0,0,0,0,24.0,780.0,0,0,804.0,4.708561886527033e+62
2068-09-27,0,0,0,0,0,24.0,780.0,0,0,804.0,6.04372943517237e+62
2068-10-27,0,0,0,0,0,24.0,780.0,0,0,804.0,7.757499288707548e+62
2068-11-26,0,0,0,0,0,24.0,780.0,0,0,804.0,9.957228539067086e+62
2068-12-26,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2780716631651863e+63
2069-01-25,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6404837649120268e+63
2069-02-24,0,0,0,0,0,24.0,780.0,0,0,804.0,2.105662037976122e+63
2069-03-26,0,0,0,0,0,24.0,780.0,0,0,804.0,2.7027470268268853e+63
2069-04-25,0,0,0,0,0,24.0,780.0,0,0,804.0,3.469142416625742e+63
2069-05-25,0,0,0,0,0,24.0,780.0,0,0,804.0,4.4528581429840005e+63
2069-06-24,0,0,0,0,0,24.0,780.0,0,0,804.0,5.715517917775354e+63
2069-07-24,0,0,0,0,0,24.0,780.0,0,0,804.0,7.336219573911654e+63
2069-08-23,0,0,0,0,0,24.0,780.0,0,0,804.0,9.416490055829068e+63
2069-09-22,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2086645455221694e+64
2069-10-22,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5513954508962642e+64
2069-11-21,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9913116951915063e+64
2069-12-21,0,0,0,0,0,24.0,780.0,0,0,804.0,2.5559713128690978e+64
2070-01-20,0,0,0,0,0,24.0,780.0,0,0,804.0,3.280746739942938e+64
2070-02-19,0,0,0,0,0,24.0,780.0,0,0,804.0,4.211040678529497e+64
2070-03-21,0,0,0,0,0,24.0,780.0,0,0,804.0,5.405130295591971e+64
2070-04-20,0,0,0,0,0,24.0,780.0,0,0,804.0,6.937817927355722e+64
2070-05-20,0,0,0,0,0,24.0,780.0,0,0,804.0,8.905116983468919e+64
2070-06-19,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1430266593849833e+65
2070-07-19,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4671451778681224e+65
2070-08-18,0,0,0,0,0,24.0,780.0,0,0,804.0,1.883171276249905e+65
2070-09-17,0,0,0,0,0,24.0,780.0,0,0,804.0,2.417166418967344e+65
2070-10-17,0,0,0,0,0,24.0,780.0,0,0,804.0,3.1025821021539745e+65
2070-11-16,0,0,0,0,0,24.0,780.0,0,0,804.0,3.982355383175718e+65
2070-12-16,0,0,0,0,0,24.0,780.0,0,0,804.0,5.111598621966641e+65
2071-01-15,0,0,0,0,0,24.0,780.0,0,0,804.0,6.561051929839373e+65
2071-02-14,0,0,0,0,0,24.0,780.0,0,0,804.0,8.421514600355469e+65
2071-03-16,0,0,0,0,0,24.0,780.0,0,0,804.0,1.080953312401791e+66
2071-04-15,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3874702105759975e+66
2071-05-15,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7809035442598763e+66
2071-06-14,0,0,0,0,0,24.0,780.0,0,0,804.0,2.2858994807828823e+66
2071-07-14,0,0,0,0,0,24.0,780.0,0,0,804.0,2.9340928951966585e+66
2071-08-13,0,0,0,0,0,24.0,780.0,0,0,804.0,3.766089099725026e+66
2071-09-12,0,0,0,0,0,24.0,780.0,0,0,804.0,4.8340075156744514e+66
2071-10-12,0,0,0,0,0,24.0,780.0,0,0,804.0,6.2047466331328235e+66
2071-11-11,0,0,0,0,0,24.0,780.0,0,0,804.0,7.964174788007473e+66
2071-12-11,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0222509282689045e+67
2072-01-10,0,0,0,0,0,24.0,780.0,0,0,804.0,1.31212208190132e+67
2072-02-09,0,0,0,0,0,24.0,780.0,0,0,804.0,1.6841895763582695e+67
2072-03-10,0,0,0,0,0,24.0,780.0,0,0,804.0,2.1617611411612308e+67
2072-04-09,0,0,0,0,0,24.0,780.0,0,0,804.0,2.774753683928868e+67
2072-05-09,0,0,0,0,0,24.0,780.0,0,0,804.0,3.56156739978267e+67
2072-06-08,0,0,0,0,0,24.0,780.0,0,0,804.0,4.571491306296386e+67
2072-07-08,0,0,0,0,0,24.0,780.0,0,0,804.0,5.867790895890019e+67
2072-08-07,0,0,0,0,0,24.0,780.0,0,0,804.0,7.531671328012256e+67
2072-09-06,0,0,0,0,0,24.0,780.0,0,0,804.0,9.667364430612992e+67
2072-10-06,0,0,0,0,0,24.0,780.0,0,0,804.0,1.2408658180115579e+68
2072-11-05,0,0,0,0,0,24.0,780.0,0,0,804.0,1.592727769146342e+68
2072-12-05,0,0,0,0,0,24.0,780.0,0,0,804.0,2.044364273548113e+68
2073-01-04,0,0,0,0,0,24.0,780.0,0,0,804.0,2.624067567554222e+68
2073-02-03,0,0,0,0,0,24.0,780.0,0,0,804.0,3.3681524805456247e+68
2073-03-05,0,0,0,0,0,24.0,780.0,0,0,804.0,4.323231334618151e+68
2073-04-04,0,0,0,0,0,24.0,780.0,0,0,804.0,5.54913391854412e+68
2073-05-04,0,0,0,0,0,24.0,780.0,0,0,804.0,7.122655454350466e+68
2073-06-03,0,0,0,0,0,24.0,780.0,0,0,804.0,9.142367343460804e+68
2073-07-03,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1734792055921608e+69
2073-08-02,0,0,0,0,0,24.0,780.0,0,0,804.0,1.5062328981367874e+69
2073-09-01,0,0,0,0,0,24.0,780.0,0,0,804.0,1.9333427747317396e+69
2073-10-01,0,0,0,0,0,24.0,780.0,0,0,804.0,2.4815646300323835e+69
2073-10-31,0,0,0,0,0,24.0,780.0,0,0,804.0,3.1852411758086894e+69
2073-11-30,0,0,0,0,0,24.0,780.0,0,0,804.0,4.088453399633893e+69
2073-12-30,0,0,0,0,0,24.0,780.0,0,0,804.0,5.2477819663793944e+69
2074-01-29,0,0,0,0,0,24.0,780.0,0,0,804.0,6.735851647256839e+69
2074-02-28,0,0,0,0,0,24.0,780.0,0,0,804.0,8.645880812985834e+69
2074-03-30,0,0,0,0,0,24.0,780.0,0,0,804.0,1.1097520988722913e+70
2074-04-29,0,0,0,0,0,24.0,780.0,0,0,804.0,1.4244352282785438e+70
2074-05-29,0,0,0,0,0,24.0,780.0,0,0,804.0,1.828350423146569e+70
2074-06-28,0,0,0,0,0,24.0,780.0,0,0,804.0,2.3468004746415552e+70
2074-07-28,0,0,0,0,0,24.0,780.0,0,0,804.0,3.0122630749851197e+70
2074-08-27,0,0,0,0,0,24.0,780.0,0,0,804.0,3.8664253441932287e+70
2074-09-26,0,0,0,0,0,24.0,780.0,0,0,804.0,4.9627952705603497e+70
2074-10-26,0,0,0,0,0,24.0,780.0,0,0,804.0,6.370053655500066e+70
2074-11-25,0,0,0,0,0,24.0,780.0,0,0,804.0,8.176356541374742e+70
2074-12-25,0,0,0,0,0,24.0,780.0,0,0,804.0,1.0494857642833059e+71
2075-01-24,0,0,0,0,0,24.0,780.0,0,0,804.0,1.3470796727855585e+71
2075-02-23,0,0,0,0,0,24.0,780.0,0,0,804.0,1.7290597991781758e+71
2075-03-25,0,0,0,0,0,24.0,780.0,0,0,804.0,2.21935483812322e+71
2075-04-24,0,0,0,0,0,24.0,780.0,0,0,804.0,2.848678744275969e+71
2075-05-24,0,0,0,0,0,24.0,780.0,0,0,804.0,3.6564547717624424e+71
